name,continue_drop,student_id,gender, grade,class,Chinese_marks,english_marks,math_marks
殷菁,1,1703275,1,4,6,85.62,62.2,68.2
费欣影,1,1703276,1,4,6,89.1,66,35.4
伍璧华,1,1703277,0,4,6,73.18,47.4,78.1
贾馨,1,1703278,0,4,6,85.47,43.4,34.3
夏憧瑾,1,1703279,0,4,6,72.34,35.5,38.8
柯家,0,1703280,1,4,6,88.14,31.7,64.6
屈铭婉,1,1703281,0,4,6,86.47,64.4,89
黄凤漩,1,1703282,0,4,6,70.65,48.3,33.5
罗婵,1,1703283,0,4,6,86.07,44.8,73.3
郭凡瑶,1,1703284,1,4,6,83.21,92.1,70.9
费时月,1,1703285,1,4,6,86.55,44.5,63.2
余媛丽,1,1703286,0,4,6,81.22,80.6,96.6
夏淳炎,1,1703287,1,4,6,79.59,39.9,40.9
钱莹雪,1,1703288,0,4,6,84.29,40.9,50.5
袁伊晓,1,1703289,1,4,6,72.98,55.3,65.5
许华青,1,1703290,1,4,6,76.73,61.4,67.4
戴云允,0,1703291,1,4,6,72.82,55.6,72.5
施思丹,1,1703292,0,4,6,70.2,61.1,45.4
常莉鹏,1,1703293,0,4,6,73.05,57.1,70.7
娄菁梁,1,1703294,1,4,6,71.02,35.3,43.4
昌珠希,1,1703295,1,4,6,76.18,28.8,54.7
郝华乐,1,1703296,1,4,6,81.71,75.5,76.8
徐维,1,1703297,0,4,6,77.61,67,86.2
卫皑,1,1703298,0,4,6,86.1,43.5,86.5
云飘,1,1703299,1,4,6,74.57,61.1,53.4
杜嫣,1,1703300,1,4,6,88.09,54.2,60.9
毛思,1,1703301,1,4,6,84.35,40.2,17.4
蓝琴荣,1,1703302,0,4,6,74.88,82.7,89.6
夏嫣珊,1,1703303,1,4,7,76.45,61.5,37.6
吕倩夕,1,1703304,1,4,7,79.97,46.3,57.1
项雅环,1,1703305,1,4,7,82.74,62.5,73.9
昌柏晓,1,1703306,1,4,7,76.45,71.4,67.9
贾浩宇,1,1703307,1,4,7,88.79,62.6,62.8
花纨华,1,1703308,1,4,7,75.5,30.2,34.9
穆盛秋,1,1703309,1,4,7,85.97,85.5,80.8
昌悦悦,1,1703310,1,4,7,72.7,68.4,21.4
元先影,1,1703311,0,4,7,82.02,21.4,13.7
薛淇,1,1703312,0,4,7,81.6,73.2,79.4
孙璧荣,1,1703313,1,4,7,85.85,31.8,76.3
伏函,1,1703314,0,4,7,85.55,52.2,52.3
金滢玉,1,1703315,1,4,7,87.49,60.2,56.4
罗希翰,1,1703316,0,4,7,82.93,36.3,25
谈亚洁,1,1703317,1,4,7,78.47,38,32.1
郝夕爱,1,1703318,1,4,7,78.23,30.9,63.8
卜若洁,1,1703319,1,4,7,87.92,33,62.8
马栋启,1,1703320,0,4,7,71.73,72.2,76.4
岑乐行,1,1703321,0,4,7,77.73,57.3,55.8
昝娟亮,1,1703322,0,4,7,89.57,45.6,71.1
贺晓,1,1703323,1,4,7,82.25,45,46.2
麻霞,1,1703324,1,4,7,88.04,65,92.6
卢勤子,1,1703325,0,4,7,77.57,51.2,40.5
喻皑咏,1,1703326,1,4,7,79.15,51.3,80
金媛漩,1,1703327,1,4,7,75.86,68.7,14.2
苏菲怡,1,1703328,1,4,7,84.18,88.9,73.7
戚若,1,1703329,1,4,7,77.83,30.2,37.2
吕莹士,1,1703330,0,4,7,73.8,46.2,32
施可丽,1,1703331,0,4,7,75.1,50.6,51.7
于舒,1,1703332,1,4,7,78.33,64.2,60.2
项瑶,1,1703333,0,4,7,72.03,46.8,53.8
庞雪,1,1703334,1,4,7,78.59,33.5,10.4
谈菁,1,1703335,0,4,7,89.16,57.3,50.2
薛卿,1,1703336,1,4,7,77.57,26,29.6
梁茜清,1,1703337,1,4,7,89.13,28.5,61.2
奚羽颖,1,1703338,1,4,7,84.94,31.7,20.1
汪沫娅,1,1703339,1,4,7,81.81,52.9,41.4
苏欣雄,0,1703340,0,4,7,86.75,52.1,35.9
邹婵淇,1,1703341,1,4,7,77.96,35.4,9.9
李萱宁,1,1703342,0,4,7,84.73,28.7,9.4
蒋黛,1,1703343,1,4,7,74.31,33.8,39.3
潘允,1,1703344,0,4,7,72.61,23.8,42.3
李梦茹,1,1703345,0,4,7,70.55,51.9,63.1
云芳,1,1703346,1,4,7,86.84,55.9,43.3
林铭冰,1,1703347,1,4,7,86.76,26,12.6
蔡晴,1,1703348,0,4,7,74.08,72.7,53.9
柏冰贞,1,1703349,1,4,7,83.86,40.5,16.7
戴晨,1,1703350,1,4,7,72.29,97.7,79.7
凌薇,1,1703351,1,4,7,82.13,63.6,56.2
宋雁怡,1,1703352,0,4,7,80.52,49.2,51.3
汤霞言,1,1703353,1,4,7,77.32,70.6,73.7
张淳琛,1,1703354,0,4,7,88.76,62.1,43.6
张洁妍,1,1703355,0,4,7,72.95,58.2,51
郑泓姣,1,1703356,1,4,8,84.75,46.3,36.1
姜朗姣,1,1703357,1,4,8,79.26,37.9,36.5
平伦,1,1703358,0,4,8,77.75,82.3,66.3
严洁鸣,1,1703359,1,4,8,75.48,40.6,63.5
安琛榕,1,1703360,1,4,8,70.51,70.9,56.2
陈奇美,1,1703361,1,4,8,72.31,52.3,47.8
湛茗萱,1,1703362,0,4,8,87.11,63.9,56.3
童娟树,1,1703363,0,4,8,70.31,52.4,55.2
支子莲,1,1703364,1,4,8,89.47,36.4,56.2
严宏,1,1703365,1,4,8,83.89,56.3,61.1
卫清,1,1703366,1,4,8,85.95,86.8,84.8
窦玉栋,1,1703367,0,4,8,79.3,75.7,91.6
伍柏涵,0,1703368,1,4,8,81.66,66.2,68.5
伍悦元,1,1703369,1,4,8,73.44,51.8,17.3
邹霭和,1,1703370,1,4,8,89.74,83,68.6
凤菁凤,1,1703371,0,4,8,71.28,21.4,34.2
邱炎,1,1703372,0,4,8,73.33,73.1,67.1
褚璧,1,1703373,1,4,8,82.32,45.7,58.1
郭钧,1,1703374,0,4,8,71.2,24,12.4
祁婵,1,1703375,0,4,8,70.78,57.3,35.7
董云,0,1703376,0,4,8,83.68,21.6,38.9
康妍蓉,1,1703377,0,4,8,89.44,57.1,44.2
酆伯,1,1703378,0,4,8,84.17,74.4,49.9
危宜园,1,1703379,1,4,8,82.34,44,36.6
计旭,1,1703380,1,4,8,71.67,71.9,57.5
席腾荣,1,1703381,1,4,8,70.51,62.8,62.1
岑茹晨,1,1703382,0,4,8,80.5,63.2,34
姚凝可,1,1703383,0,4,8,83.42,65.9,40.8
鲍憧可,1,1703384,1,4,8,73.64,61.5,37.3
葛旭巧,1,1703385,1,4,8,83.12,51,29.4
邵香瑶,1,1703386,1,4,8,79.66,89.1,80.2
和珠先,1,1703387,0,4,8,89.36,16,11.3
范莹莹,1,1703388,1,4,8,72.66,51.8,45.6
狄建瑾,1,1703389,1,4,8,82.8,35.2,40
支士元,1,1703390,1,4,8,84.36,41.3,45.8
罗钊,1,1703391,1,4,8,79.43,84.6,82.4
平炎丽,1,1703392,0,4,8,84.64,42,44
凌树克,1,1703393,1,4,8,86.95,85.4,76.6
赵雪辰,1,1703394,0,4,8,70.52,44.3,66.7
柯影时,1,1703395,0,4,8,73.49,44.1,2.3
成柏青,1,1703396,0,4,8,72.57,65.4,44.7
金华一,1,1703397,0,4,8,88.95,75.3,85.1
曹建,1,1703398,0,4,8,89.81,23.8,31.6
狄夕琴,1,1703399,1,4,8,82.92,24.8,22.9
明文,1,1703400,1,4,8,70.59,26.7,20.9
屈子,1,1703401,0,4,8,82.37,62.3,58.2
阮妍克,1,1703402,0,4,8,79.48,33.2,47.8
柯黛淳,0,1703403,0,4,8,87.23,51.1,59.4
雷姬,1,1703404,0,4,8,79.95,55.1,64.2
禹婵澜,1,1703405,0,4,8,79.75,69.7,51.9
席巧沫,1,1703406,1,4,9,86.64,64.7,76.6
凤莲凝,1,1703407,1,4,9,87.64,49.7,39
和雅,1,1703408,0,4,9,79.96,80.6,49
凌斌之,1,1703409,0,4,9,88.63,14.7,69.1
陈真,1,1703410,1,4,9,71,27.1,26.6
贝炎沫,1,1703411,0,4,9,82.64,82.8,103.2
郭婷玲,1,1703412,1,4,9,89.48,59.3,46.4
田晨清,1,1703413,1,4,9,87.44,27,19.8
黄沫策,0,1703414,1,4,9,88.8,47.2,13.4
邵悦,1,1703415,1,4,9,82.37,45.5,56.9
喻轮,1,1703416,0,4,9,74.16,84.9,68.1
支青泽,1,1703417,0,4,9,72.21,37.9,46.1
章瑞悦,1,1703418,1,4,9,88.9,60,51.1
俞全青,1,1703419,0,4,9,80.19,85.9,89.6
纪奇,0,1703420,1,4,9,72.28,79.8,40.8
柯宜宏,1,1703421,0,4,9,78.33,48,16.3
梁瑶,1,1703422,1,4,9,79.07,41.1,64.9
昌炎仪,1,1703423,0,4,9,75.12,64.3,44.2
危先,1,1703424,1,4,9,80.5,26.5,69.4
虞丽翰,1,1703425,0,4,9,84.62,35.3,69.9
毕荷函,1,1703426,0,4,9,83.33,40.3,51.1
江思,1,1703427,1,4,9,82.41,14.6,30.1
杜爱,1,1703428,0,4,9,82.22,34.7,65.9
熊亨荷,1,1703429,1,4,9,74.11,17.3,22.6
沈月眉,1,1703430,0,4,9,77.35,27.7,55.1
孟莲,1,1703431,0,4,9,79.84,44.2,43.7
韩雄渊,0,1703432,1,4,9,85.31,101,74.9
凤函婵,1,1703433,0,4,9,87.46,64.2,47.8
倪萱,1,1703434,0,4,9,88.99,42.9,32.3
余瑶风,1,1703435,0,4,9,86.73,88.5,63.3
卞贞昭,1,1703436,0,4,9,76.02,28.3,33.7
许轮悦,1,1703437,1,4,9,76.58,35.1,34.4
虞宜洁,1,1703438,1,4,9,70.21,7.7,18.3
邵聪君,1,1703439,1,4,9,89.66,51.4,40.9
祁真洁,1,1703440,0,4,9,82.86,51.2,29
杜韵淑,1,1703441,0,4,9,70.82,66.6,60.2
危伯,1,1703442,0,4,9,81.06,52.6,37.8
柯晗,1,1703443,1,4,9,73.29,61.4,53.6
戴茗铭,1,1703444,0,4,9,70.68,51.9,59.4
于铭柔,1,1703445,0,4,9,86.56,52.5,17.7
柳朋,1,1703446,1,4,9,71.89,45.7,48
祁维,1,1703447,1,4,9,76.83,72.8,82.1
元朗咏,1,1703448,0,4,9,75.51,32.2,41.8
唐悦婵,1,1703449,1,4,9,73.3,66.4,75.7
于宜眉,1,1703450,0,4,9,81.64,56.6,13.3
怡娅,1,1703451,0,4,9,84.38,49.5,56.6
窦风,1,1703452,0,4,9,76.24,59.8,41.3
杨凡鹏,1,1703453,0,4,9,75.5,52.4,46.1
滕淇,1,1703454,1,4,9,71.26,67.2,74.2
汪凤源,0,1703455,1,4,9,74.85,52.3,50.3
强珠眉,1,1703456,0,4,9,75.16,40.8,32
锺家梁,1,1703457,1,4,10,86.92,48.5,30.6
明伊珍,1,1703458,1,4,10,89.71,50.7,10.7
云勤奇,1,1703459,0,4,10,84.72,42.6,38
俞环建,1,1703460,1,4,10,87.19,66.9,74.6
于怡晓,0,1703461,0,4,10,74.74,75.8,68.1
郭韵可,1,1703462,0,4,10,89.3,61.5,89.5
康舒泽,1,1703463,0,4,10,83.86,75.9,13.2
伍枫,1,1703464,1,4,10,79.91,46,45.6
管丽,1,1703465,0,4,10,80.31,57.4,44.4
梅洁娟,1,1703466,0,4,10,74.41,55.6,30.4
凌宁霄,1,1703467,0,4,10,86.86,70.3,36.2
戚卿炎,1,1703468,0,4,10,71.02,66.3,51.9
郝瑶,1,1703469,1,4,10,73.87,70.1,77.9
和婉菲,1,1703470,0,4,10,73.33,55.8,56.7
尹娟钧,1,1703471,1,4,10,72.73,53.3,39.1
汪琳珊,1,1703472,0,4,10,88.28,37.3,35.5
项亚昭,1,1703473,0,4,10,86.53,61.1,38
费枫荔,1,1703474,1,4,10,86.09,47.4,30.4
魏莉琛,1,1703475,0,4,10,73.06,67.7,59.9
邵薇晨,1,1703476,0,4,10,87.88,47.5,44.9
张竹翔,1,1703477,0,4,10,76.91,62.6,56.3
柯飘珍,1,1703478,1,4,10,80.15,58.8,41.2
黄蕊,1,1703479,0,4,10,77.78,85.5,56.6
皮斌,1,1703480,0,4,10,80.09,62.5,36.6
虞爽泓,1,1703481,0,4,10,86.06,65.6,62.5
皮珍轮,0,1703482,1,4,10,77.54,46.7,30.1
严惠凤,1,1703483,0,4,10,70.47,41.1,8
徐可,0,1703484,1,4,10,78.16,69.9,62.3
凌影,1,1703485,0,4,10,81.21,60.1,44.3
花颖,1,1703486,1,4,10,72.54,59.6,47.5
韩盛秋,0,1703487,1,4,10,83.33,67.4,15.7
姚融婕,1,1703488,1,4,10,74.39,53.7,38.9
柏珍珊,1,1703489,1,4,10,70.61,40.6,66.1
华竹,1,1703490,0,4,10,71.57,31.9,65.6
宋悦君,1,1703491,0,4,10,83.94,60,22.9
齐晗韵,1,1703492,0,4,10,74.08,47.8,28.3
娄琴以,1,1703493,1,4,10,85.56,63.6,64
杨雅妍,1,1703494,1,4,10,84.72,63.2,66.2
柯瑶珍,1,1703495,0,4,10,81.01,46.4,35.1
祁玉,1,1703496,1,4,10,71.36,54.6,48
任欢育,1,1703497,1,4,10,87.34,59.7,54.4
周月沫,1,1703498,0,4,10,70.24,62.5,77.9
毛娅函,1,1703499,1,4,10,70.86,44.5,29.9
云璧,0,1703500,1,4,10,82.77,82,55.1
计瑛丹,1,1703501,0,4,10,72.09,53.5,41.7
禹艳,1,1703502,0,4,10,80.3,39.3,39.8
田琴,1,1703503,0,4,10,83.71,68.5,39.3
元婕琪,1,1703504,1,4,11,71.39,43.2,51.9
齐晨黛,1,1703505,1,4,11,74.43,47.8,20.6
尤镇宜,1,1703506,1,4,11,80.92,94.9,70.8
吕鸣伯,1,1703507,0,4,11,75.53,76.7,77.7
贾亮珍,1,1703508,1,4,11,86.64,56.3,54.4
秦琦纯,1,1703509,1,4,11,88.9,73.8,86.3
酆宜铎,1,1703510,0,4,11,89.01,51.1,39
胡雨娅,1,1703511,0,4,11,80.47,56.9,35.2
娄奕菲,1,1703512,0,4,11,75.1,57.6,59
方铭,1,1703513,0,4,11,76,88.2,75.7
鲍卿眉,1,1703514,0,4,11,81.8,89.9,74.4
云沫雄,1,1703515,0,4,11,78.14,61.4,63.9
蔡茜,1,1703516,1,4,11,86.02,67.9,55
奚家茗,1,1703517,1,4,11,87.07,79.3,67
时雁,1,1703518,1,4,11,73.56,53.6,58.4
娄姬伯,1,1703519,0,4,11,87.49,48.3,68.7
史若露,1,1703520,0,4,11,76.47,61.1,43.4
管莲珍,1,1703521,1,4,11,72.11,44.8,33.6
汪子,1,1703522,0,4,11,79.36,42.4,44.3
俞瑾静,1,1703523,1,4,11,71.33,44,51
酆寒树,1,1703524,0,4,11,82.7,57.2,65.3
管鸣茜,1,1703525,1,4,11,87.71,64.8,58.6
凤辰,1,1703526,0,4,11,88.81,53.8,34.7
朱伯,1,1703527,0,4,11,73.21,76.7,54.2
孔文,1,1703528,1,4,11,83.1,79.8,81.9
岑婉霄,1,1703529,1,4,11,74.29,76.4,67.6
华芝策,1,1703530,1,4,11,80.63,53.3,41.6
陈艳琦,1,1703531,1,4,11,75.8,74.1,49.5
严宏,1,1703532,1,4,11,88.61,66.7,57.6
危梁丽,1,1703533,0,4,11,88.57,46.5,27.7
梁舒,1,1703534,1,4,11,79.3,53.8,40.1
沈翔竹,1,1703535,1,4,11,85.95,75.1,62.6
施娅晨,1,1703536,1,4,11,84.79,83.1,41.3
成洁兰,1,1703537,1,4,11,82.43,54.7,32.8
锺倩澜,1,1703538,1,4,11,71.24,44.6,50.3
魏妹雄,1,1703539,1,4,11,86.94,93.9,94.8
米馨,1,1703540,0,4,11,76.97,53.2,40.4
水楠云,1,1703541,0,4,11,70.34,72.7,66.6
湛鸣,1,1703542,0,4,11,81.54,48.3,23.5
禹钧亨,1,1703543,1,4,11,70.24,64.3,34.7
夏雪娅,0,1703544,0,4,11,72.32,71.1,64
董环娅,1,1703545,0,4,11,70.72,55.8,28.4
江翔,1,1703546,0,4,11,76.4,43.2,22.7
滕贞梁,1,1703547,0,4,11,73.62,47.9,14.8
蔡枫之,1,1703548,0,4,11,87.11,58.2,38.9
萧旭娜,1,1703549,1,4,11,74.4,69.8,48.2
喻瑛倩,1,1703550,0,4,11,86.75,69.6,61.3
施丹萍,1,1703551,0,4,11,70.3,54.4,50
屈悦怡,1,1703552,1,4,11,80.67,56.2,47.4
邵霞,1,1703553,1,4,11,80.08,63.5,46
傅妍宏,1,1703554,1,4,11,85.16,57.3,35.7
昌弘,1,1703555,0,4,11,71.28,77.8,53.1
万淑,1,1703556,0,4,11,76.54,86.5,79
谈荷,1,1703557,0,4,11,74.02,84.8,68.4
祝雨琪,1,1703558,1,4,11,73.5,98.5,88.5
祝晨,1,1703559,0,4,11,74.5,86.9,74
方嫣,1,1703560,1,4,11,83.59,56.8,15.2
禹薇涵,1,1703561,1,4,12,85.7,61.1,41.3
滕娴,1,1703562,1,4,12,84.53,25.5,47.4
元希铎,1,1703563,0,4,12,77.5,48.1,75.7
强渊涵,1,1703564,1,4,12,79.08,80.4,64.6
项琴奇,1,1703565,1,4,12,79.21,55.4,73
明策朗,0,1703566,1,4,12,89.83,94.7,69.7
穆影琪,1,1703567,0,4,12,74.74,42.9,27.5
冯昭维,1,1703568,1,4,12,75.71,56.4,53.1
骆楠行,1,1703569,0,4,12,76.83,73.4,93.5
施文,1,1703570,0,4,12,86.28,45,44.7
孔琳欣,1,1703571,0,4,12,71.24,55.9,44.4
柏丽叶,1,1703572,0,4,12,81.06,66.7,79.4
沈倩珍,1,1703573,0,4,12,78.03,64.9,73.7
湛佩,1,1703574,0,4,12,72.58,60,63.1
姚腾家,1,1703575,0,4,12,74.98,53.2,59.4
柏元纨,1,1703576,1,4,12,75.17,46.4,23.6
常枫真,1,1703577,1,4,12,73.14,83.6,73.7
陶月,1,1703578,0,4,12,75.96,74.7,77.8
伍鸣莹,1,1703579,1,4,12,89.69,63.2,38.6
魏馨宁,1,1703580,0,4,12,79.7,81,61
齐弘婷,1,1703581,0,4,12,74.42,56.7,67.4
阮源浩,1,1703582,1,4,12,88.95,50,49.4
廉艺盛,1,1703583,1,4,12,82.46,43.6,42.2
邬固旭,1,1703584,1,4,12,80.12,31,6.8
魏希,1,1703585,1,4,12,88,60.1,21.2
吴伊,1,1703586,0,4,12,85.15,28.9,33.2
路娜,1,1703587,0,4,12,88.45,55.1,51.1
黄伦,1,1703588,0,4,12,82.46,89.1,59.2
万凡茹,1,1703589,1,4,12,77.25,24,27.4
毛昭颖,1,1703590,0,4,12,83.48,60.8,40.4
杨策影,1,1703591,1,4,12,76.77,75.3,37
祁翔媛,1,1703592,1,4,12,80.15,51,18.6
明静凡,1,1703593,1,4,12,86.85,56,23.6
尤聪钊,1,1703594,1,4,12,84.42,92,100.2
方静荷,1,1703595,0,4,12,74.07,50.8,19.4
云宜文,1,1703596,1,4,12,78.92,57.5,50.4
元君莎,1,1703597,0,4,12,74.31,81.8,79
宋茜,1,1703598,1,4,12,70.62,81.4,70.3
狄丽,1,1703599,1,4,12,87.21,44.4,11.4
滕依冠,1,1703600,0,4,12,85.72,75.4,48.1
虞旭菁,1,1703601,1,4,12,81.42,90.1,64.2
米镇佳,1,1703602,1,4,12,77.03,74.5,88.5
葛美菲,1,1703603,1,4,12,82.46,58.1,44.8
凌娅欢,1,1703604,0,4,12,84.92,59.4,52.3
凌楠珍,1,1703605,1,4,12,71.64,72.8,57.8
屈铭,1,1703606,1,4,12,75.25,56.8,52.2
柯妍怡,1,1703607,1,4,12,84.91,51.7,14.3
闵榕,1,1703608,1,4,12,76.07,64.6,77.2
范珍,1,1703609,0,4,13,86.06,57,35.3
秦宏,1,1703610,0,4,13,84.44,29.6,34.6
谈洁芝,1,1703611,0,4,13,81.75,57.8,35.4
朱爱莹,1,1703612,0,4,13,78.36,49.6,41.8
苏毓,1,1703613,1,4,13,83.61,62.3,26.6
窦凡家,1,1703614,1,4,13,80.76,40.1,52.1
于宁和,1,1703615,0,4,13,74.49,22.7,35.7
田若晨,1,1703616,1,4,13,89.58,42,17.2
柏颖文,1,1703617,1,4,13,80.18,58.4,85.1
夏美淳,1,1703618,1,4,13,76.2,46,67.4
项凡朗,1,1703619,0,4,13,88.87,71.3,78.2
谈妍奕,1,1703620,0,4,13,80.46,70.4,95.1
万悦茜,1,1703621,0,4,13,78.19,53.7,54.7
汪欢韵,1,1703622,0,4,13,81.43,54.4,64.6
卢兰憧,1,1703623,0,4,13,70.02,45.1,39.1
刁柔琪,1,1703624,1,4,13,86.67,64.5,74.5
彭维凤,1,1703625,0,4,13,82.14,37.4,46.3
祝丹,1,1703626,1,4,13,74.47,53,56.2
周萍黛,1,1703627,0,4,13,76.58,56.7,83
蓝函,1,1703628,1,4,13,84.41,65.5,78.8
季聪琳,1,1703629,1,4,13,88.93,34.7,57.6
李青莉,1,1703630,1,4,13,70.69,53.7,54.3
薛沫和,1,1703631,0,4,13,78.66,45.6,84.7
谢晨欢,1,1703632,0,4,13,89.3,38.4,47.2
姜环建,1,1703633,1,4,13,87.78,50.2,73
路月芳,1,1703634,0,4,13,70.76,52,48.5
罗柔,1,1703635,0,4,13,80.4,49.4,47.4
皮晴玲,1,1703636,1,4,13,78.33,69.1,77.4
田环栋,1,1703637,0,4,13,73.49,38.3,25.7
管文娅,1,1703638,1,4,13,81.84,51.3,72
成瑾莎,1,1703639,1,4,13,79.11,40.3,50.3
薛玉,1,1703640,0,4,13,76.82,84.1,65.5
管悦冰,1,1703641,1,4,13,82.81,55.2,58.4
凤希全,1,1703642,0,4,13,74.42,75.9,83.8
韦眉婕,1,1703643,0,4,13,71.76,74.5,99.9
梁怡媛,1,1703644,0,4,13,83.28,72,76.3
韩航,0,1703645,0,4,13,79.76,49.5,43.8
元时琦,1,1703646,0,4,13,72.96,80.7,89.5
蔡玲珊,1,1703647,0,4,13,89.03,39.7,56.5
项倩皑,1,1703648,0,4,13,86.4,59.7,103
皮洁榕,1,1703649,1,4,13,71.81,59.9,40.1
严琴琴,1,1703650,1,4,13,87.6,56.1,63.2
黄璐卿,1,1703651,0,4,13,80.52,56.2,76.2
沈风,1,1703652,0,4,13,87.69,53.5,45.3
计雄,1,1703653,1,4,13,71.89,93.7,91.3
杜佩怡,1,1703654,0,4,13,79.61,66.6,83.3
乐舒,1,1703655,0,4,13,85.95,66.2,73.6
梅琰舒,1,1703656,1,4,13,75.01,46.8,66.6
杜淇,1,1703657,1,4,13,73.14,62.2,68.2
方盛萱,1,1703658,1,4,13,86.8,66,35.4
姚克,1,1703659,1,4,13,79.44,47.4,78.1
于滢,1,1703660,1,4,13,88.92,43.4,34.3
元梁冰,1,1703661,1,4,13,74.58,35.5,38.8
孙腾,0,1703662,0,4,13,88.24,31.7,64.6
和皑,1,1703663,1,4,13,77.52,64.4,89
方翰昭,1,1703664,0,4,14,83.52,48.3,33.5
邵铭,1,1703665,1,4,14,76.43,44.8,73.3
张盛艳,1,1703666,1,4,14,83.2,92.1,70.9
苏宇育,1,1703667,1,4,14,80.78,44.5,63.2
顾和亚,1,1703668,1,4,14,81.16,80.6,96.6
锺妹晗,1,1703669,0,4,14,76.83,39.9,40.9
何莹,1,1703670,0,4,14,76.03,40.9,50.5
吕卿茜,1,1703671,0,4,14,76.57,55.3,65.5
俞宁楠,1,1703672,0,4,14,74.39,61.4,67.4
滕奕,0,1703673,1,4,14,72.8,55.6,72.5
虞妹月,1,1703674,1,4,14,77.84,61.1,45.4
郭瑞艳,1,1703675,1,4,14,71.63,57.1,70.7
计希,1,1703676,0,4,14,81.17,35.3,43.4
狄倩,1,1703677,0,4,14,81.17,28.8,54.7
伏吉羽,1,1703678,0,4,14,78.37,75.5,76.8
韩美洁,1,1703679,1,4,14,85.63,67,86.2
毕伯,1,1703680,1,4,14,87.86,43.5,86.5
蓝奇,1,1703681,0,4,14,80.74,61.1,53.4
陶毓眉,1,1703682,1,4,14,80.77,54.2,60.9
魏荣时,1,1703683,1,4,14,74.76,40.2,17.4
庞凤巧,1,1703684,1,4,14,70.07,82.7,89.6
尤飘依,1,1703685,1,4,14,81.61,61.5,37.6
萧纯,1,1703686,0,4,14,90,46.3,57.1
毕瑶琪,1,1703687,0,4,14,79.8,62.5,73.9
湛先,1,1703688,0,4,14,79.8,71.4,67.9
计叶珍,1,1703689,1,4,14,81.7,62.6,62.8
齐凡元,1,1703690,1,4,14,76.06,30.2,34.9
屈环婕,1,1703691,1,4,14,78.1,85.5,80.8
尤辰凡,1,1703692,0,4,14,89.79,68.4,21.4
高文君,1,1703693,1,4,14,87.57,21.4,13.7
韦芝婉,1,1703694,1,4,14,84.63,73.2,79.4
纪咏克,1,1703695,1,4,14,78.33,31.8,76.3
狄丽,1,1703696,0,4,14,88.66,52.2,52.3
费翰琳,1,1703697,1,4,14,85.1,60.2,56.4
葛香,1,1703698,0,4,14,85.47,36.3,25
常和彤,1,1703699,0,4,14,87.82,38,32.1
臧炎,1,1703700,0,4,14,88.78,30.9,63.8
颜雅琰,1,1703701,0,4,14,74.03,33,62.8
麻源莎,1,1703702,0,4,14,80.2,72.2,76.4
凤珍婕,1,1703703,1,4,14,71.61,57.3,55.8
奚梦,1,1703704,0,4,14,77.99,45.6,71.1
伏子渊,1,1703705,0,4,14,88.08,45,46.2
苗辰弘,1,1703706,1,4,14,72.28,65,92.6
窦锦冠,1,1703707,1,4,14,87.63,51.2,40.5
成一菲,1,1703708,0,4,14,81.35,51.3,80
孟琳铭,1,1703709,0,4,14,75.36,68.7,14.2
邵策珍,1,1703710,0,4,14,70.41,88.9,73.7
郝滢柏,1,1703711,1,4,14,78.78,30.2,37.2
邵子美,1,1703712,1,4,14,76.55,46.2,32
傅漩,1,1703713,0,4,14,87.23,50.6,51.7
路馨克,1,1703714,0,4,15,73.11,64.2,60.2
邱姣莹,1,1703715,1,4,15,73.96,46.8,53.8
尤卿蕊,1,1703716,1,4,15,74.19,33.5,10.4
昝轮辰,1,1703717,0,4,15,75.13,57.3,50.2
齐莹欣,1,1703718,1,4,15,83.25,26,29.6
潘婷,1,1703719,1,4,15,87.16,28.5,61.2
谈霄瑾,1,1703720,0,4,15,76.59,31.7,20.1
姚航真,1,1703721,0,4,15,73.04,52.9,41.4
卫夕欢,0,1703722,1,4,15,74.78,52.1,35.9
贝琳,1,1703723,0,4,15,80.5,35.4,9.9
章子凡,1,1703724,1,4,15,80.07,28.7,9.4
鲁钧秀,1,1703725,0,4,15,77.76,33.8,39.3
谈妍丹,1,1703726,0,4,15,76.24,23.8,42.3
水雨佩,1,1703727,0,4,15,70.51,51.9,63.1
傅沫,1,1703728,0,4,15,83.58,55.9,43.3
谢琳雄,1,1703729,0,4,15,80.25,26,12.6
卫娟荔,1,1703730,0,4,15,76.84,72.7,53.9
凌柏妹,1,1703731,0,4,15,76.82,40.5,16.7
戚浩云,1,1703732,1,4,15,83.57,97.7,79.7
华勤,1,1703733,0,4,15,70.53,63.6,56.2
邬伦芝,1,1703734,1,4,15,82.22,49.2,51.3
胡娅,1,1703735,1,4,15,85.36,70.6,73.7
窦欣秀,1,1703736,1,4,15,87.66,62.1,43.6
季晨,1,1703737,1,4,15,89.72,58.2,51
窦琴鹏,1,1703738,1,4,15,75.77,46.3,36.1
陈乐瑛,1,1703739,0,4,15,73.5,37.9,36.5
史雪雄,1,1703740,1,4,15,88.42,82.3,66.3
娄鹏,1,1703741,0,4,15,74.38,40.6,63.5
汤函,1,1703742,1,4,15,76.9,70.9,56.2
蓝环,1,1703743,1,4,15,81.21,52.3,47.8
江若蓉,1,1703744,0,4,15,72.77,63.9,56.3
阮枝,1,1703745,1,4,15,84.77,52.4,55.2
娄霞文,1,1703746,1,4,15,87.52,36.4,56.2
尹凤沫,1,1703747,1,4,15,71.34,56.3,61.1
